reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
588c0937-2191-4e5c-bc48-8d6cbc63e701,Opick Elschild,https://play-lh.googleusercontent.com/a-/AD_cMMQADbhu796A_jC0ARE5caf2Z1BOrG3SoDefP-4Xg8QKAnQ,"Pelayanan, kecepatan pengiriman sangat sangat buruk. Masa pengiriman satu kota 5 hari belum sampai sampai sampe 3x ada acara pengiriman tertahan. Padahal selama lama nya ekspedisi sebelah gak pernah sampai kaya gini, Kapok pake jnt cukup terakhir kali. Kalo ada fitur kasi bintang minus kasih minus 1000.",1,592,3.22.3,2023-05-15 18:10:23,,,3.22.3
c92e8e6a-ef8c-40a2-8819-e4735a605d54,Cingo,https://play-lh.googleusercontent.com/a-/AD_cMMT5vl3VIA2iJCByOqlyJP51WCroEtuhg2yTRgFLcxq063U,"Tolong pihak jnt mohon dicek kembali kurir dan adminnya di setiap kota, banyak keluhan masyarakat yang pesan barang tapi tidak pernah di antarkan khususnya kota kendari, banyak kurir pemalas tidak mengirim barang tapi barang tb2 sudah di return, cek di kantornya langsung Adminnya malah cuek. Mungkin utk sya bintang 1 masih terlalu tinggi untuk pelayanan ekspedisi ini",1,20,3.23.1,2023-07-17 15:33:31,,,3.23.1
ec08a89c-6cfc-46e7-b55b-4696f0fc331d,nova pratama,https://play-lh.googleusercontent.com/a-/AD_cMMSGvvP03Ze9obP4mEGAvf8jgxECQ0dOxgTCyQfuC75-eg,"Pelayanannya buruk kecepatan pengiriman buruk sekali, bahkan kerjasama dengan shopee, tolong ya paket sudah 2hri didenpasar namun gak dikirim sesuai alamat saya (alamat sudah benar), pihak jnt yang terhormat apakah anda kekurangan kurir yang sah resmi kurir/seenaknya aja kurir anda mengcancel"" barang"" pembeli, saya harap kejadian ini tak terulang lagi barang yg saya pesan sudah balik lagi kepenjual, saya sangat kecewa udah nunggu lama ujung""nya kek gini, tutup saja jnt kalok ga niat ngirim brg",2,14,3.23.1,2023-07-16 20:21:29,,,3.23.1
a47745d6-3caf-414b-9f97-8198d007e07d,Ina Sarina,https://play-lh.googleusercontent.com/a/AAcHTtfn3R7qdRkMcvf7x0-gZxBB6N17On-LTAOBg3GZW1qE=mo,"Untuk pihak JNT yg terhormat ,, aku cuma mau bilang pelayanannya sangatlah BURUK. ekspedisi TERBURUK. Pengiriman selalu salah rute ...padahal Alamat sudah sangat Jelas eh malah ke alamat lain. Di komplen via WA tidak di respon.tidak bertanggung jawab JNT. Sengaja instal aplikasinya untuk kasi bintang satu.",1,0,3.23.1,2023-07-19 22:24:02,,,3.23.1
6bbbd79a-4b9e-4f8e-9ea4-f9b6c3c4279d,Eva F,https://play-lh.googleusercontent.com/a-/AD_cMMTUEzjEfbs6CCFa9bBQB3fg3aYndxEpAHh5RWNjx4Eg8g,Kedepannya gak bakal pakai nih jasa pengiriman.. tidak amanah.. lemot hampir seminggu paketku tidak diantar sama kurir.. status selalu ditunda padahal lokasi pesan dari medan ke siantar dekat.. kurir juga tidak bertanggungjawab minimal kalo di chat wa atau ditelpon dikasih responlah.. ini malah diabaikan Pelayanan yg sangat buruk!!!!,1,12,3.23.1,2023-07-17 00:09:31,,,3.23.1
97f2b252-cefa-410a-81f6-ec5602da133f,Samsung Jass,https://play-lh.googleusercontent.com/a/AAcHTtcjVhOWuG4yBCLAAEvUgFuVyTGru8Pqmkwg5p_FkU8=mo,"Hufff, di awal buka, pelayanan bagus, pengiriman bagus, setelah ramai eh semuanya hancur, pelayanan yang bintang 1, pengiriman sering telat, kadang nyasar, ternyata lebih baik menggunakan ekspedisi yang telah lama berdiri dari pada ekspedisi yang manis di awal pahit di akhir",1,0,3.23.1,2023-07-21 08:46:48,,,3.23.1
a9c08c6e-742c-4404-8d08-5b639a0df5a6,Anjeli Yolaanjeli,https://play-lh.googleusercontent.com/a-/AD_cMMRR0EGTJPobgUN90mffnEBKhVg2NkDBPYr6h82ad_6O4M8,"Tolong di monitor lagi untuk layanan pick up nya !!! saya disuruh tunggu dari pagi loh ,katanya paling lambat jam 9 malam dijemput, eh sampe udah tutup gk di ambil2,pdhal order saya cuma dokumen bukan barang, itupun 3 dokumen bukan hanya 1, bisa2 nya di sepele in. Ini sudah kedua kalinya loh, why??admin ny sgt slow respon, mengecewakan. Gausah kasih layanan pick up klo gk mampu handle !",1,32,3.22.3,2023-06-25 20:48:25,,,3.22.3
81163855-b4d9-4631-8346-b9e11e2c07b7,Dewi Aprilia,https://play-lh.googleusercontent.com/a-/AD_cMMSshitGw5gFdd0NHCOWS-dV5JqEL3kqfnbN1HO3hkp2Nyg,"Pelayanan sangat sangat buruk. Paket saya dinyatakan hilang pddal saya beli masih satu provinsi! Hanya dikirim lintas kabupaten dan itu jaraknya berdekatan kota dan kabupaten nya,tapi sejak tanggal 13 sampai sekarang tidak sampai malah dinyatakan hilang. Pelayanan macam apa ini, kalau tau setiap menjelang lebaran akan overload, ya diperbaiki lah sistem nya, di tambah juga pekerja nya.Bukan masalah berapa nominalnya, tapi masalahnya jasa ekspedisi sudah sebesar ini tidak mampu menangani overload",1,139,3.22.3,2023-04-29 05:21:59,,,3.22.3
45367845-2d33-4ae7-a12a-a4e04d7d110a,Sonia,https://play-lh.googleusercontent.com/a/AAcHTtfFrWkPSjl1IFstk8waB0N7M3GSqctnSUzcYWL1EFyQ=mo,Pelayanan sangat buruk. Untuk para kurir² yg tidak mau mengantarkan paket sampai didepan rumah dan menunggu para costumer untuk menjemput paket didesa sebelah/ditempat lain. Jika paketan dijemput lama maka mereka meninggalkan paket ditempat tersebut yg mengakibatkan terjadinya paket hilang atau di return tanpa adanya konfirmasi. Jadi apa gunanya alamat asli yg sudah tertera di app tersebut. Mohon untuk pihakjnt diperbaikin lagi kinerja kerja nya agar para costumer puas dgn pelayanannya🙏🏻,1,96,3.22.3,2023-06-23 09:55:20,,,3.22.3
a6781a61-4bcd-4893-ad70-c2011e3871ac,Lia Fitri,https://play-lh.googleusercontent.com/a-/AD_cMMSnsRm8pISLkfpk09Fuy1V-gBrATp8U2OgYzjNEn9UFKOXh,Tolong jnt pusat cek kinerja jnt di kota sorong. Tiap paket datang selalu salah sortir alamat & tidak ada kurir yang antar kalo paket sudah sampai. Masa harus pelanggan yang bolak balik ambil sendiri tiap ada paket. Kita bayar biaya ongkir tapi pelayanan buruk sekali. Heran!!!,1,41,3.22.3,2023-04-29 11:32:02,,,3.22.3
1e916d40-f430-473a-8543-5e8a0473a1a0,Muhamad Adi Sahputra,https://play-lh.googleusercontent.com/a-/AD_cMMQMMae9MhcWtl0NxCYTiUQPP8Tnm-nk1lOxVhtvNFjgWdQ,"Pelayanan kurang baik dari awal kirim,udah di packing aman,masih bilang kurang aman akhirnya ditambahin dari jnt,nambah biaya,pengiriman lama,kirim dari rabu pagi baru sampe senin sore,udah lama,barang ga aman lagi, sampe""barang rusak gabisa dipake lagi,mungkin bagi pihak jnt barang ga seberapa harganya,bagi saya sendiri udah tak anggap mahal,nunggu lama baru akhirnya bisa kebeli,giliran kirim jnt malah rusak gabisa dipake lagi,jnt ga amanah buat keamanan paket,kita bayar tambah tetep aja rusak",1,30,3.22.3,2023-05-08 20:47:22,,,3.22.3
880dcf15-0821-41e2-a1b4-275fea39e945,Suhai Suhaimi,https://play-lh.googleusercontent.com/a/AAcHTtd6xf0Q0yaWrGCvZiiWYwPA4mW40UbdTKSKeM8V9x0z=mo,"Yah agak kecewa sih dengan pelayanannya,paket ku udh dari 5 hari yg lalu dikirim tpi belum datang juga sampai sekarang,saya cek perjalannya masih di 60%,saya tau sistem pengirimannya pake ""trukk load"" tpi ini sih lama banget,tolong kedepannya dibenahi lagi sistem pengirimannya, supaya pelanggan gak terlalu lama menunggu.",4,9,3.22.3,2023-07-01 20:21:42,,,3.22.3
